name,札幌市,青森市,盛岡市,仙台市,秋田市,山形市,福島市,水戸市,宇都宮市,前橋市,さいたま市,千葉市,新宿区,横浜市,新潟市,富山市,金沢市,福井市,甲府市,長野市,岐阜市,静岡市,名古屋市,津市,大津市,京都市,大阪市,神戸市,奈良市,和歌山市,鳥取市,松江市,岡山市,広島市,山口市,徳島市,高松市,松山市,高知市,福岡市,佐賀市,長崎市,熊本市,大分市,宮崎市,鹿児島市,那覇市
静岡市,286.73598004270866,192.57161298191977,224.57230425176525,413.72832629460726,211.3791024296638,302.2509510000657,442.33489069331756,822.2317323606854,730.434868128344,964.1882628093074,2083.9908485762703,1681.9374637800372,3016.652697042288,2795.1793637722585,529.78277160676,547.0226389745408,519.1532927795063,445.9853249983499,1347.9637591705116,895.0481865828365,1043.563536840217,0.0,2340.0045975423213,900.0954974083326,602.9903153025446,782.6780783127429,1311.0398870858226,927.9988519338843,574.1277763433748,369.30446447098484,229.32801044067045,197.32600329854614,393.804049821304,358.41515288050084,213.97619745554198,274.72630471061865,283.4623075938268,255.8735361662874,207.68609861903076,351.48240909251615,137.29184027784893,164.17676900667357,206.99316478776024,191.1660360959282,166.15226385547837,180.64064715877402,98.86021710628974
名古屋市,573.9406576812969,378.0199741231658,425.09486705057236,736.1308152403448,410.84593290263683,544.2461950515575,763.1095218379493,1174.690352287106,1076.2502102536264,1409.3217170153312,2480.9444970966024,2013.5196410323665,3409.170885648913,2880.6249544451903,1003.9794479748606,1432.7068765745441,1600.0906575508404,1806.667123689634,1350.2394440191542,1715.8495180161678,11705.27658840937,3348.430515148465,0.0,5165.613542892558,2932.0624118830838,3612.3259952995086,5128.603881826889,3357.6210281904496,2460.038668088352,1210.288112315684,731.0390386048754,560.6100730213407,1186.3430645383546,963.6669627686815,549.723063153363,827.2377289256602,842.5408723686568,682.0091267490778,561.0729980004093,866.7744446163343,335.2887229810636,394.06057101723854,503.93828080510315,479.6476156288651,397.5854232208574,425.2196425939428,214.93499947136493
津市,129.1678455803908,83.2742924899688,92.56189777281608,156.63218757302363,88.85464356498392,114.78277809201002,159.81889430333703,242.7338274929213,217.01888716369754,269.5653617755125,494.3665343939243,415.1863984104807,684.1806348116394,581.824188218383,204.7888605136699,257.08700485538617,293.7123069920782,333.36637669681363,241.28481678933582,313.4935374585992,1061.1723000074678,629.9356252648663,2526.416286963307,0.0,1026.8773741068985,1208.381556173663,1868.2511704018239,1101.3522873985098,1066.272539451498,409.55068615973977,191.28391974386577,144.8636302562051,333.91366717097145,256.9436611054272,143.7286390503376,253.5711270352165,243.42907035280777,185.8359570631577,158.56181914666203,224.09839802197953,86.75246491759054,101.60478502630203,131.5119767107817,127.0433370073521,104.78788980994275,110.57013871283333,53.89262380486209
大津市,101.75091867094228,65.16010596464481,71.45250868310849,118.39139365240328,69.25799360674239,87.06377895426806,119.61044660187427,172.92904937563705,155.6461072266851,191.35771370994456,339.94465496323545,285.0114890971953,466.2757435178048,390.4663289240982,157.09180169179615,205.3494930374025,252.4919625876489,322.67092801417607,158.55874675331077,232.00689751211848,713.8001163234821,373.8976591225496,1270.5478898685542,909.8156714633747,0.0,6898.860113602871,2791.1497328027594,1464.5845447721285,1455.7472839432642,403.24298436988363,212.47933528131378,141.62131874031388,341.8096097711147,235.69516063170215,127.3586552464685,242.30561204483575,240.76477465319303,166.9813888250027,140.79635667808975,192.66320772775353,73.95755643159256,85.56414016983074,111.3086955830047,109.44918843624438,86.85989401467191,91.22365496505708,42.87970661386366
京都市,186.62541657691668,119.25326181690274,130.44951271415331,215.28358118106902,126.54685503477508,158.30306725592544,217.0407752177146,311.73910626096114,280.4462165566203,343.43958038315617,609.2725882050447,511.5254829084633,835.1328146738687,698.3461096472482,285.419706765353,370.8931434643978,459.158445744941,587.3326640603719,281.43463127385314,416.98646786262253,1201.0033191637829,658.1996364297385,2122.9356203184434,1452.0145728906884,9356.413303743493,0.0,5676.442214712767,3020.152592220991,2508.9948672337423,771.8246718887825,417.92702757223554,271.3346248832169,664.1420986061581,447.09509172110637,239.8777821332294,464.2015744525129,464.7028190071629,315.83006239970035,265.9845662510309,360.8141991480316,138.31512542394938,159.67213039389222,207.9956609119704,205.2593118535044,161.81185259599388,169.72338058844664,79.2035115120684
大阪市,607.857244421416,383.678185814564,417.81473107463563,683.2082880049618,402.9549534171404,499.6763504272547,684.268182419971,983.7488603072727,874.595913954768,1049.4167293307332,1901.3571603038274,1618.6846993610282,2615.853306590062,2195.5253499370074,882.9155170597103,1059.551594391112,1274.218068747498,1483.3950980617185,850.5076708283187,1237.599449961273,2937.103596564807,2031.3996475826655,5553.3371933658445,4136.253522898992,6974.614266095874,10458.784655067815,0.0,21242.28122525713,11326.886650511675,4480.773548201938,1418.6579860808295,957.7995350933373,2657.7799966608186,1663.1495527281552,874.0080424045427,2148.2816604667305,1950.5007768608218,1207.1739640906765,1062.7725255506289,1301.2189887582538,499.31439850910033,574.6116319511731,757.2158868447283,758.7470629379347,594.2361757825947,615.430251052991,278.3181988331243
神戸市,374.30882646567557,234.6290436504801,253.8882857179293,410.9006586496504,245.13595188396624,300.27948058035264,409.288640448195,579.7998367864363,514.5316138227166,611.3996247549783,1105.5755106417312,944.527490362091,1518.916851934852,1270.790099379927,528.447672368143,619.9972244245989,749.9073115368914,855.817729548796,484.10634022759933,721.350706470657,1538.5774251804205,1135.582061923379,2871.2974178830755,1925.7050174837102,2890.3013274766895,4394.662245836128,16776.168167573713,0.0,3400.915688506867,3268.5144208864626,1049.1751479454858,677.5269400794992,2104.7647458822735,1163.3501781066389,593.2338022017716,1665.2625389677125,1534.9916187185038,842.0657673015742,745.0231887868059,864.8245188570617,330.4551855703486,377.3898358522071,500.5765726357199,509.24826792883556,389.33314998288927,400.7636187359983,176.42715067163957
奈良市,93.97447030948975,59.69943413948834,65.41267970278598,108.0487101939205,63.00134690264087,79.07217847771557,108.80199739513095,158.8557064705192,141.4515549020935,171.37469308468854,311.41548352285554,264.19086380916684,429.12574002389937,361.4478108869564,140.16751792170305,171.22500984765497,203.76441521919358,238.95039227967234,142.49276604313448,201.63498819471744,535.6487330130163,347.71612646184747,1041.19872489015,922.734838843355,1421.869877315094,1806.9310433870305,4427.385730361129,1683.2206684023186,0.0,520.9409053693427,187.118406931776,131.71304630133585,339.1590974951857,230.81623901688405,124.15126136685996,270.8755316621055,248.9453298965084,167.62194057035106,146.38134268382927,187.98018747829468,72.37566343240547,83.81749414436997,109.81349866585617,108.64285593748329,86.74796660195966,90.36207489438704,41.87002583418385
和歌山市,61.60006613526238,38.2760691277328,41.427032648345836,66.90758325628849,39.68515773183164,48.628960890388555,66.44227369630848,95.22377362222024,83.55507679766774,97.87634101375222,180.99224346156797,156.5404962843663,249.7953773504831,210.14357229253176,83.97268920238473,92.74433155947538,108.62744844472788,116.7782420569472,77.73645414379756,112.21359466305772,220.36463161503386,187.27154366273336,428.89543095888104,296.74766449005926,329.77037916069423,465.4054037150105,1466.42805414782,1354.4611518931224,436.17364304871603,0.0,135.78833720720894,104.04166626549078,335.6176490488222,201.50659205521367,103.39070120961463,438.6201474227132,282.3937819798505,154.86210860036846,150.0949769190049,152.2384747695839,58.58195857254668,67.15901668299685,90.17286695126195,92.54118625071017,71.94122656179576,72.93219747302328,31.36924199571862
鳥取市,39.66801804166109,24.632853404092046,26.091823674326502,40.946561837348845,25.575801951876436,30.063748122854392,40.22977959102223,53.62114470902057,47.965626896216264,56.193085020517046,98.5436314025046,83.86724642038351,134.13816221861921,110.49938290542079,53.48043818851506,61.57976834492195,77.62361220246709,83.21113960726733,41.355022633716665,68.35948049068702,112.35267206219154,89.91924578230017,200.31410978937873,107.16832280526017,134.3599526230156,194.85948135234574,358.99945682427017,336.18045629068143,121.14229282707242,104.99552509812744,0.0,137.43534441549772,252.78953758317502,147.62078121813772,71.97636830749428,94.75015310003323,134.55814019389294,91.2673517506182,66.90599980392437,98.84490939717767,36.871727917339975,41.1357318258311,53.814799879453744,55.01064148726695,39.10812708889205,41.01794862954719,17.779445995906297
松江市,45.23159352352255,27.291302877847365,28.401099451264532,43.34189099130614,27.71798378305334,31.605595380148074,41.93906147822088,54.74183358286528,48.38323335975427,55.077809006422285,98.01757213439112,84.58959387933905,133.53290009133752,109.82212035435488,54.62628304362287,55.95379604857121,67.28157781104093,65.11539152304952,39.34461250552424,65.10635364116035,92.24330395873733,85.19241579539334,169.14257210179028,89.36519297908208,98.60588582492211,139.29879622468874,266.8773816179215,239.04083534468003,93.8921175928225,88.58020488268569,151.32807130290607,0.0,247.54633067535914,277.6931530080467,125.45065351289874,89.57705067948584,137.39167759215542,138.11879089995602,84.28315378826372,153.90323337204367,55.64651135239742,59.82950192957385,78.58280494579321,82.64673077013718,53.36502149616242,56.084493452659274,22.633845942855555
岡山市,122.82853751453857,74.98843045794939,79.49384604763668,124.47934537183691,76.80434518845719,90.57153564849493,121.82651120362425,165.8923082437098,146.00863406222865,168.16034578371685,304.49614329210215,263.3323702869742,417.2112939850134,346.47622676600474,156.2479157547895,166.40816166991837,199.02533968322092,205.08135814373009,125.58276258250687,196.23063273707524,320.7396844586567,283.6787815282371,597.2173142094197,343.69505936273805,397.0896194630105,568.8964411028164,1235.6237160087285,1239.02238005619,403.3981213609224,476.7648544840506,464.4192556664031,413.03471404522884,0.0,733.1359451499662,305.5879061017683,593.3535318400537,1598.8412234180485,499.8282686792876,397.9461430423802,395.83808393961533,147.83745417690238,162.47107160618498,221.76210643237076,243.00799711120655,163.58216434993855,164.77549725659742,65.03467670326918
